transcript,summary,model_summary,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
"#Person1#: Hello, kya mujhe ek taxi mil sakti hai? Hum city limits ke bahar hain. #Person2#: No problem, ma'am. Aap kahan ja rahe hain? 20 kilometers se zyada ke liye extra charge hai. #Person1#: Roxy Club downtown. Lekin hum 6 log hain. Kya aapke paas koi bada car hai taaki hume do taxis nahi leni pade? #Person2#: Haan, weekends par humare paas hai. Lekin, bada car bhejne ke liye $3 zyada lagega. #Person1#: Woh theek hai. Aur humein apne destination tak 20 kilometers ke andar hona chahiye. #Person2#: Haan, mujhe pata hai. Kya aap chahenge ki hum abhi woh bhej dein? #Person1#: Haan, please.",#Person2# #Person1# ke liye ek taxi bhejne mein madad karta hai jo 6 logon ke liye hai.,#Person1# ne #Person2# ko bataya ki wo city limits ke bahar hain. #Person2# ek bada car bhejne ke liye $3 zyada lagega.,0.358974358974359,0.05405405405405405,0.30769230769230765,0.8935601
"#Person1#: Good morning, Miss. Kya pehle September ko Miami ke liye boat tickets hain? #Person2#: Haan, hain. Aapko kaunsa cabin chahiye? #Person1#: Mujhe do logon ke liye first-class cabin chahiye. Fare kya hai? #Person2#: Yeh 150 dollars har ek ke liye hai. #Person1#: Boat time-table kitne din tak effective hai? #Person2#: Boat time-table pehle August se lekar pehle November tak effective hai. #Person1#: Mujhe yeh jaana hai ki hamari ship kis port par rukegi? #Person2#: Ship New York par rukegi. #Person1#: Yahan se New York tak ka safar kitna time lega? #Person2#: Yeh 5 din lega. #Person1#: Thank you.",#Person2# ne #Person1# ko pehle September ko Miami ke liye boat tickets ki jaankari di.,#Person1# Miss ko batata hai ki pehle September ko Miami ke liye boat tickets hain.,0.7333333333333333,0.5,0.6666666666666666,0.91006
"#Person1#: Apna suitcase khol do please. #Person2#: Ok, yeh lo. #Person1#: Kya aapke paas kuch declare karne ke liye hai? #Person2#: Nahi, mere paas nahi hai. #Person1#: Kya aapke paas koi cigarettes hai? Baker? #Person2#: Haan, mere paas do cotton cigarettes aur ek bottle whisky hai. #Person1#: Yeh white powder kya hai? Kya yeh drugs hai? #Person2#: Nahi, yeh stomach ke liye medicine hai. #Person1#: Kya main inme se ek khol sakta hoon? Mujhe iska taste karne do. #Person2#: Haan, Sir, aage badhiye, yeh lo.",#Person1# #Person2# ka suitcase check kar raha hai. #Person1# ek white powder ka taste karne wala hai check ke liye.,#Person2# ne #Person1# ko suitcase kholne ke liye bulaya.,0.3448275862068966,0.07407407407407407,0.2758620689655173,0.87405425
"#Person1#: Hi, main apna phone on karwana chahta hoon, please. #Person2#: Kis address par, sir? #Person1#: 345 Lincoln Avenue. Oklahoma City. #Person2#: O. K. Aapka naam kya hai, please? #Person1#: John Smith. #Person2#: Ek moment please. Bahut achha, Mr. Smith. Mujhe aap se kuch questions poochne hain. #Person1#: Bahut achha. #Person2#: Interview ko 15 minutes lagenge, aur aapka phone 24 ghante mein on ho jayega. #Person1#: Pandrah minutes? Mujhe maaf kijiye, lekin mujhe call back karna padega. Mujhe kaam par wapas jaana hai. #Person2#: O. K. Mr. Smith. Call karne ke liye shukriya.",#Person2# ne John ka phone on karne se pehle 15 minutes ka interview maanga. John ab busy hai lekin woh call back karega.,John Smith apna phone on karwana chahta hai. Mr. Smith ko call back karne ke liye shukriya deta hai.,0.3333333333333333,0.09999999999999999,0.28571428571428575,0.8699724
"#Person1#: Mera mp3 player toota hua hai, toh main mp4 player lene ka soch raha hoon. Kya tum mujhe koi brand aur model kharidne ke liye advice de sakte ho? #Person2#: Ek mp4 player? Tum naya cell phone kyun nahi le lete? Tumhe kisi bhi latest cell phone mein mp4 player mil jayega. #Person1#: Oh, yeh toh accha idea hai. Shayad mujhe try karna chahiye. #Person2#: Mere cell phone ko dekho. Main music sun sakta hoon, movies dekh sakta hoon, pictures le sakta hoon, games khel sakta hoon, web surf kar sakta hoon aur documents download kar sakta hoon. Yeh bilkul ek PAD ki tarah hai. #Person1#: Yeh cool hai. Main computer aur internet kaafi achhe se use kar leta hoon, lekin main digital products ke latest trends mein thoda slow hoon. #Person2#: Woh theek hai. Tumhe pata hai, digital devices chhote aur carry karne mein aasaan hote ja rahe hain, aur inka cost bhi zyada nahi hota. #Person1#: Haan, agar main aisa cell phone kharid loon, toh mujhe har jagah music player le jaane ki zarurat nahi padegi, aur main extra mp4 kharidne ka cost bhi bacha sakta hoon. #Person2#: Bilkul sahi. Tumhare purane mp3 ki flash memory kya hai? #Person1#: 256MB. #Person2#: Toh koi bhi cell phone tumhari zarurat ko pura kar sakta hai kyunki unmein aam taur par 512MB se zyada memory hoti hai.",#Person1# mp4 player kharidna chahta hai. #Person2# suggest karta hai ki naya cell phone kharido kyunki ismein zyada functions aur badi flash memory hoti hai aur yeh carry karne mein aasaan hai. #Person1# ko yeh accha idea lagta hai.,#Person1# mp3 player lene ka soch raha hai. #Person2# ek naya cell phone kharidna chahta hai kyunki #Person1# ko har jagah music player le jaane ki zarurat nahi padegi. #Person1# ,0.40579710144927544,0.17910447761194026,0.2898550724637681,0.89097005
"#Person1#: Toh, mujhe batao, tumhe kyun lagta hai ki humein tumhe raise dena chahiye? #Person2#: Mere paas kuch achhe reasons hain. Main yahan kaafi saal se hoon, mera kaam acha raha hai, aur maine dekha hai ki comparable jobs mein logon ko mujhse zyada paisa milta hai. #Person1#: Salaries toh confidential hoti hain, tumhe kaise pata hai ki ye 'dusre log' kitna kama rahe hain? #Person2#: Well, maine yahan aas-paas naye cars dekhe hain, ek toh ye hai. #Person1#: Ye toh company cars hain jo sales staff ko unke business trips ke liye diye gaye hain. Aur kuch employees ko sales commissions bhi milte hain. Toh achhe salesmen naturally zyada kamaenge. #Person2#: Ye samajhne wali baat hai. Toh, kisi aur ki salary se apni salary compare karne se behtar hoga ki hum meri job performance ke baare mein baat karein. Zaroor tumne dekha hoga ki maine recently extra hours kaam kiya hai? #Person1#: Main tumhari baat samajhta hoon. Lekin, raise approve karna mushkil ho sakta hai. Pichle quarter mein profits down the, aur poori company apne kharchon ko control kar rahi hai, toh jo bhi annual budget ko affect karega... #Person2#: Ye aapki taraf se bahut accha hoga, Mr. White.","#Person2# raise chahte hain kyunki #Person2# ne kaafi samay tak achha kaam kiya hai. #Person2# ko lagta hai ki dusre log zyada kama rahe hain kyunki yahan naye cars hain, lekin #Person1# kehte hain ki ye company cars hain aur raise lena mushkil hai.",#Person1# Mr. White ko batata hai ki raise approve karna mushkil ho sakta hai. Mr. White ko lagta hai ki kisi aur ki salary se apni salary compare karne se behtar hoga.,0.2894736842105263,0.08108108108108109,0.18421052631578946,0.86445904
"#Person1#: Graham, tum hamesha Jane ke saath phone par kyun ho? 
#Person2#: Kyunki hum science lab mein partners hain. Tumhe itna jealousy kyun hoti hai? 
#Person1#: Woh doosri raat jab tum ghar aaye the, tumhare right cheek par lipstick thi. Iska kya explanation hai? 
#Person2#: Meri aunt Mary Cleveland se aayi thi aur usne mere right cheek par ek kiss kiya. 
#Person1#: Kya tum sure ho? 
#Person2#: Bilkul. Main sirf tumse pyaar karta hoon, Amy. 
#Person1#: Theek hai, mujhe maaf karo. Main tum par vishwas karti hoon. 
#Person2#: Tum hamesha mujhe aise kyun ilzaam lagati ho? 
#Person1#: Kyunki tum university ke sabse handsome ladke ho aur main tumse bahut pyaar karti hoon! Shayad kabhi kabhi main crazy ho jaati hoon. Bas itna hi. 
#Person2#: Oh, Amy. Main duniya ka sabse lucky ladka hoon. 
#Person1#: Kyun? 
#Person2#: Kyunki mujhe duniya ki sabse khoobsurat ladki se pyaar hai! 
#Person1#: Oh. Graham. Main tumse bahut pyaar karti hoon aur main sach mein hamare pyaar par vishwas karti hoon.","Amy jealous hai kyunki Graham hamesha Jane ke saath phone par hai, aur uske cheek par lipstick thi. Graham usse reasons batata hai aur phir Amy unke pyaar par vishwas karti hai.",#Person1# Amy ko batati hai ki usne Jane ke saath phone par jealousy ki. Amy Graham se pyaar karti hai aur usse pyaar par vishwas karti hai.,0.5762711864406779,0.3157894736842105,0.5084745762711864,0.9062907
"#Person1#: Repair fee ke baare mein kya? #Person2#: Ye free hai, kyunki aapke computers abhi guarantee period mein hain--do saal. #Person1#: Badiya! Aapke technicians kab hamari factory aa sakte hain? #Person2#: Wo abhi ek aur factory mein maintenance ka kaam kar rahe hain. Main unhe call karke dekhta hoon ki kya unhone problem solve kiya hai. Thoda intezaar karein. #Person1#: Maine abhi hamare technicians se contact kiya hai. Unka kehna hai ki wo kal dopahar ko aapki factory aa sakte hain. Kya aap mujhe aapki factory ka address bata sakte hain, taaki unhe aapko dhundhne mein aasani ho? #Person2#: Ye to zabardast hai. Main aapki efficiency aur cooperation ki sarahna karta hoon. #Person1#: Hamara motto hai ki excellent after-sales service provide karna. Kripya kal dopahar ko hamare maintenance staff ka intezaar karein. Wo time par wahan honge. #Person2#: Phir se dhanyavaad!",#Person2# staff ko free repair arrange karega kyunki #Person1# ke computers abhi guarantee period mein hain. Phir #Person1# #Person2# ko apni factory ka address batata hai.,#Person1# aur #Person2# repair fee ke baare mein baat karte hain. #Person2# kal dopahar ko maintenance staff ka intezaar karein.,0.4347826086956522,0.0,0.34782608695652173,0.8741819
"#Person1#: Jim, tum phir se net par ho? Tum kab utroge? Yeh talk show ka time hai. #Person2#: Ek minute, dear. Main ek naya jewelry site dekh raha hoon. Main ensure karna chahta hoon ki Mum ke birthday ke liye sahi gift mile.",#Person1# Jim ko batata hai ki talk show ka time ho gaya hai.,#Person1# Jim ko batata hai ki Jim phir se net par hai.,0.5599999999999999,0.43478260869565216,0.5599999999999999,0.93342936
"#Person1#: Hey, kya tumhe pata hai bus company ka network crash ho gaya? 
#Person2#: Maine iske baare mein kuch din pehle suna tha! 
#Person1#: Yeh to unbelievable hai! 
#Person3#: Daddy, kya tum mujhe bata sakte ho woh log kis baare mein baat kar rahe hain? 
#Person4#: Woh log bus company ke network ke baare mein baat kar rahe hain. 
#Person3#: Unka network kyun nahi chal raha? 
#Person4#: IC cards ki wajah se. 
#Person3#: IC card? 
#Person4#: Haan, Beijing ek bada sheher hai aur wahan lagbhag 7,000,000 log IC cards ka istemal kar rahe hain buses par. 
#Person3#: Aur? 
#Person4#: Sab log ek saath Internet par apne cards ka balance check kar rahe the, isliye system crash ho gaya. 
#Person3#: Oh, yeh to horrible hai!",#Person1# ne #Person2# ko bataya ki bus system crash ho gaya. #Person4# ne #Person3# ko samjhaya ki yeh isliye hua kyunki sabne apne IC cards ka balance check kiya.,#Person2# Daddy ko batata hai ki bus company ka network crash ho gaya. #Person1# #Person2# ko batata hai ki bus company ka network crash ho gaya.,0.4,0.15094339622641512,0.3636363636363637,0.8705357
"#Person1#: Mary, lagta hai tumhare family aur friends tumhe recently call kar rahe hain, kya main sahi hoon? #Person2#: Haan, unhe meri job dhundhne ki chinta hai. #Person1#: Woh kya kehte hain? #Person2#: Woh mujhe kuch jobs recommend karna chahte hain. #Person1#: Really? Kaunse jobs hain woh? #Person2#: Mere father chahte hain ki main unki company mein trainee ke taur par kaam karun. #Person1#: Yeh toh badiya hai! #Person2#: Meri aunt kehti hain ki unki company ko abhi assistant ki zarurat hai, aur woh chahti hain ki main ismein try karun. #Person1#: Yeh ek acchi opportunity hai. #Person2#: Mere ek dost kehta hai ki uski company large scale par hiring kar rahi hai aur woh chahta hai ki main interview ke liye jaun. #Person1#: Tum try kar sakti ho! Shayad tumhe success mile. #Person2#: Mujhe pata hai. Thoda soch leti hoon. #Person1#: Agar tumhare paas koi acchi jobs hain, toh mere liye dhyan rakhna! #Person2#: Main rakhungi.",Mary ke family aur friends chahte hain ki woh unhe kuch jobs recommend karein. #Person1# Mary se kehta hai ki achi jobs ke liye dhyan rakhe.,Mary Mary ko job dhundhne ki chinta karta hai kyunki woh unki company mein trainee ke taur par kaam kar rahi hai. Mary #Person1# ko kuch jobs recommend karta hai.,0.3928571428571428,0.07407407407407408,0.25,0.88480854
"#Person1#: Kya main aapki koi madad kar sakta hoon? #Person2#: Mere paas pandrah din ki chutti hai aur main England ka trip karna chahta hoon. Kya koi route hai jo mere liye sahi rahega? #Person1#: Haan, bilkul. Ye wala dekhiye? Ye ek naya route hai. #Person2#: Ye toh zabardast hai. Waise, mujhe kaisa cabin milega? #Person1#: First class, sir.",#Person1# ne #Person2# ko England ke liye ek route recommend kiya hai jisme first-class cabin hai.,#Person2# England ka trip karna chahta hai aur #Person1# ko cabin milega.,0.41379310344827586,0.0,0.27586206896551724,0.88953274
"#Person1#: Sunday ko match kitne baje shuru hoga? #Person2#: Dekho, zyada tar log 1:45 PM tak aa jaate hain lekin cheezein 2:00 PM tak shuru nahi hoti. #Person1#: Cool. Aur kitne log aane wale hain? #Person2#: Mujhe lagta hai ki 12 log Sunday ko aayenge aur yeh 49 ke total membership se hai. #Person1#: Thoda exercise karna acha hoga? #Person2#: Oh haan, tumhe bahut daudna padega. Hum army team se khel rahe hain. Soldier aam taur par humein kaafi acha game dete hain. #Person1#: Kya yeh thoda rough ho jata hai? #Person2#: Nahi, zyada nahi. Referee Michael sab kuch control mein rakhte hain. #Person1#: Cool. Toh milte hain 1:00 Sunday ko. #Person2#: Haan, milte hain.","#Person2# ne #Person1# ko bataya ki match 2 PM par shuru hota hai, aur game rough nahi hota kyunki referee sab kuch control mein rakhta hai.",#Person2# ne #Person1# ko bataya ki Sunday ko match kitne baje shuru hoga aur yeh 49 ke total membership se hai.,0.42553191489361697,0.22222222222222224,0.42553191489361697,0.9023831
"#Person1#: Maine kal bungee jumping ki. Yeh kitna exciting tha. #Person2#: Kya tumhe waqai mein aise dangerous sports pasand hain? #Person1#: Haan, yeh bohot mazedaar hain aur kaafi challenging bhi. Kabhi na kabhi main deep-sea diving aur rock-climbing bhi try karna chahta hoon. #Person2#: Tum extreme sports ke sachche fan ho. #Person1#: Haan. Mujhe danger ka saamna karna aur usse paar karna pasand hai. Yeh meri zindagi ka hissa ban gaya hai.",#Person1# #Person2# ko batata hai ki #Person1# kal bungee jumping kiya aur #Person1# ko extreme sports pasand hain.,#Person1# ne kal bungee jumping ki aur bungee jumping ke baare mein poocha.,0.3870967741935484,0.13793103448275862,0.3225806451612903,0.8773839
"#Person1#: John ki zindagi mein kuch dikkat hai. #Person2#: Maine suna hai ki uska baap mar gaya. #Person1#: Haan. Uski zindagi bachpan se aasan rahi hai, aur ab wo samasyaon ka samna karna nahi jaanta. #Person2#: Uski to kismat hi kharab hai.",#Person1# aur #Person2# John ki badnaseebi ke baare mein baat kar rahe hain.,John ki zindagi mein kuch dikkat hai.,0.3,0.1111111111111111,0.3,0.8664937
"#Person1#: Dad, kya tum mujhe is weekend shopping le ja sakte ho? Mujhe ek dress chahiye. #Person2#: Yeh bada dance is weekend hai? Wah, bilkul, main kar sakta hoon. Yeh kab hai? #Person1#: Yeh mahine ke end mein hai. #Person2#: Wah, mujhe nahi lagta tha ki tum high school ke almost khatam ho gayi ho. Mujhe ab bhi yaad hai tumhara pehla din kindergarten ka. #Person1#: Haan, main ab itni choti nahi hoon. Main summer ke end mein college ja rahi hoon. #Person2#: Mujhe yaad mat dilao. Main tumhe bahut miss karne wala hoon. #Person1#: Ah, thanks, dad.",#Person1# apne dad se keh rahi hai ki woh usse shopping le jaaye ek dress kharidne ke liye high school ke bade dance ke liye. Uska dad uski badhoti par nostalgic hai.,#Person1# ne #Person2# ko bataya ki dad is weekend shopping le ja rahi hai. #Person2# ne #Person1# ko bataya ki woh high school ke almost khatam ho gayi hai.,0.3934426229508197,0.1694915254237288,0.3278688524590164,0.865522
